864000,0.001,1000,1,1.1,10000
864000,0.001,1000,1,1.1,10000
864000,0.001,1000,1,1.1,10000
864000,0.001,1000,1,1.1,10000
864000,0.001,1000,1,1.1,10000
864000,0.001,1000,1,1.1,10000
864000,0.001,1000,1,1.1,10000
864000,0.001,1000,1,1.1,10000
864000,0.001,1000,1,1.1,10000
864000,0.001,1000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,2000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,3000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,4000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,5000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,6000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,7000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,10000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,20000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
864000,0.001,25000,1,1.1,10000
